months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
0.75,1,0.211764706,1,1,1,1,1,0.5,1,0.499502488,0.75,0,1,0,0,0,0,0,0,0,0,0
1,0,0.247058824,0,1,0,1,0,0,1,0.254726368,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0.017412935,1,0,1,0,0,0,1,1,0,0,0,0
1,1,0.129411765,1,1,0,1,1,1,1,0.460696517,0.5,0,0,0,1,0,0,1,0,0,0,0
0.5,1,0.141176471,0,1,1,0,1,0,1,0.769154229,0.5,0,0,0,0,1,0,0,0,0,0,0
1,1,0.341176471,1,1,1,1,1,0,1,0.755721393,0.5,0,1,0,0,1,0,0,0,0,0,0
0.75,0,0.294117647,0,1,1,1,1,0.5,1,0.753731343,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.035294118,1,1,1,0,1,0.5,1,0.896517413,0.5,0,0,0,0,1,0,0,0,1,0,0
1,0,0.305882353,1,1,1,1,1,1,1,0.446268657,0.5,0,0,0,0,0,0,1,0,0,0,0
0.5,0,0.341176471,0,0,1,0,1,0,1,0.666169154,1,0,1,0,0,1,0,0,0,1,0,0
1,1,0.023529412,0,1,1,0,1,0,1,0.848258706,0.75,0,0,0,0,1,0,0,0,0,0,0
0,0,0.282352941,0,0,0,0,1,0,1,0.260199005,1,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.270588235,1,1,0,0,1,0.5,0,0.415422886,0.75,0,1,0,0,0,0,0,0,0,0,0
0,0,0.247058824,1,1,0,0,1,0,1,0.354228856,0,1,1,0,1,0,0,0,0,0,0,0
0,0,0.6,0,0,0,0,1,0,1,0.521890547,0.25,1,0,0,0,1,0,0,0,0,0,0
0,1,0.305882353,0,0,1,0,1,0,1,0.809950249,0.5,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.552941176,0,0,1,1,1,0,1,0.86119403,0.5,1,0,0,0,1,0,0,0,1,0,0
0.75,1,0.129411765,0,1,1,0,1,0,1,0.850248756,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.811764706,0,0,1,1,1,0,0,0.367661692,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.018905473,0,1,1,0,0,0,1,0,0,0,0,0
0.75,1,0.188235294,0,1,0,0,1,0,1,0.806965174,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.682352941,0,1,0,0,1,0,0,0.118905473,0,1,0,0,1,0,0,0,0,0,0,0
0.25,0,0.482352941,0,0,0,0,1,0,1,0.462189055,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0.682352941,0,0,0,0,1,0,1,0.511940299,0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.329411765,0,1,1,0,1,0,1,0.876616915,0.25,1,0,0,0,1,0,0,0,1,0,0
0,1,0.211764706,0,0,1,0,1,0,1,0.792039801,0.5,1,0,0,0,0,0,0,0,0,0,0
0,0,0.223529412,0,0,0,0,0,0,1,0.620895522,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.235294118,1,1,0,0,1,0,1,0.804477612,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0.341176471,0,0,0,0,1,0,0,0.757711443,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.670588235,0,0,0,0,1,0,1,0.607960199,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.623529412,0,0,1,0,1,0,1,0.566169154,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.658823529,1,0,0,0,0,0,1,0.6039801,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.027860697,0.5,1,1,0,0,0,1,0,0,0,0,1
1,1,0.552941176,0,1,1,1,1,1,1,0.912935323,0.25,1,0,0,0,1,0,1,0,0,0,0
0.75,1,0.317647059,1,1,0,0,1,0,1,0.781094527,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.352941176,1,0,0,0,1,0,1,0.815920398,0.25,1,0,0,0,1,0,0,0,0,0,0
0,1,0.835294118,0,0,0,0,1,0,1,0.558706468,0,1,0,0,0,1,0,0,0,0,0,1
0.25,0,0.564705882,1,1,1,0,1,0,1,0.401492537,0,1,1,0,1,0,0,0,0,1,0,0
0,0,0.258823529,0,0,0,0,1,0,1,0.171144279,0.5,1,0,0,1,0,0,0,0,0,0,1
0,0,0.035294118,0,0,0,0,1,0,0,0.259701493,0.5,1,0,0,1,0,0,0,0,0,0,1
0,1,0.211764706,1,0,0,1,1,0,0,0.526368159,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0.282352941,0,0,0,0,1,0,1,0.272636816,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0.329411765,0,0,0,0,0,0,0,0.763681592,0,1,1,0,0,0,0,0,0,0,0,1
0.25,1,0.6,1,0,0,0,1,0,0,0.638308458,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.317647059,0,0,0,0,1,0,1,0.523880597,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0.623529412,0,0,1,1,1,0,1,0.85721393,0.5,1,0,0,0,1,0,0,0,0,0,1
0.75,0,0.858823529,0,0,1,0,1,0.5,1,0.762189055,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.317647059,0,1,0,0,1,0,0,0.11641791,0,1,0,0,1,0,0,0,0,0,0,1
0,1,0.223529412,0,0,0,0,1,0,0,0.65920398,0.25,1,0,0,0,1,0,0,0,0,0,1
0,0,0.894117647,0,1,1,0,1,0,1,0.606965174,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.341176471,0,0,0,0,1,0,1,0.065174129,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0.341176471,0,1,1,0,1,0,1,0.723880597,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0.247058824,0,0,0,0,1,0,0,0.613432836,0.25,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.223529412,1,0,1,1,0,0,1,0.879104478,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.482352941,0,0,0,0,1,0,1,0.276119403,0.5,1,1,0,1,0,0,0,0,0,0,0
0,0,0.2,0,0,0,0,1,0,1,0.51641791,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0.258823529,0,0,0,1,1,0,0,0.31641791,0.25,1,1,0,0,0,0,0,0,0,0,0
0,0,0.682352941,0,0,0,0,1,0,0,0.367661692,0.25,1,1,0,1,0,0,0,0,0,0,0
0,0,0.129411765,1,0,0,0,1,0,1,0.660199005,0.25,1,1,0,0,1,0,0,0,0,0,0
0,1,0.858823529,0,1,0,0,1,0,1,0.359701493,0.5,1,1,0,1,0,0,0,0,0,0,0
0,0,0.105882353,1,0,0,0,1,0,1,0.301492537,0,1,1,0,1,0,0,0,0,0,0,0
0,0,0.247058824,0,0,0,0,1,0,0,0.518905473,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.188235294,0,0,0,0,1,0,1,0.262189055,0.25,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0.010945274,0.5,1,1,0,0,0,1,0,0,0,0,0
0,0,0.341176471,0,0,0,0,1,0,0,0.065174129,0.25,1,0,0,0,0,0,0,0,0,0,1
0,0,0.482352941,0,0,0,0,1,0,0,0.520895522,0.25,1,1,0,0,1,0,0,0,0,0,1
0,1,0.188235294,0,1,0,1,1,0,1,0.668159204,0.5,1,0,0,0,1,0,0,0,0,0,1
0.75,1,0.564705882,0,1,1,0,1,0,1,0.863681592,0.25,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.329411765,0,0,1,0,1,0,0,0.765174129,0.5,1,1,0,0,1,0,0,0,0,0,0
0,0,0.211764706,0,0,0,0,0,0,0,0.514925373,0.5,1,0,0,0,1,0,0,0,0,0,1
0,0,0.2,0,0,0,0,1,0,1,0.264676617,0.25,1,1,0,1,0,0,0,0,0,0,0
0,0,0.611764706,1,0,0,0,1,0,1,0.550746269,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.611764706,0,0,0,0,0,0,1,0.62039801,0.25,1,0,0,0,1,0,0,0,0,0,1
0.5,0,0.223529412,1,1,0,1,1,0.5,0,0.617412935,0,1,1,0,1,0,0,0,0,1,0,0
0,1,0.305882353,0,0,0,0,1,0,1,0.553233831,0.5,1,0,0,0,1,0,0,0,0,0,0
0,1,0.235294118,0,0,1,0,1,0,0,0.62039801,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.211764706,0,1,1,1,0,0.5,1,0.572636816,0.5,1,0,0,1,0,0,1,0,0,0,0
0.5,1,0.694117647,0,1,1,0,1,1,1,0.85920398,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0.152941176,0,1,1,0,1,0,1,0.847263682,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0.094117647,0,0,0,0,1,0,1,0.717910448,0.5,1,0,0,0,1,0,0,0,0,0,1
0,1,0.223529412,0,1,1,0,1,0,1,0.662189055,0.5,1,0,0,0,1,0,0,0,0,0,1
0,0,0.129411765,0,0,0,0,1,0,1,0.616915423,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.094117647,0,0,1,0,1,0,0,0.778606965,0.5,1,0,0,0,1,0,0,0,0,0,1
0,1,0.317647059,0,0,0,0,1,0,1,0.670646766,0,1,0,0,0,0,0,0,0,0,0,1
0.25,1,0.117647059,0,0,1,1,1,0,1,0.862686567,0.5,1,0,0,0,1,0,0,0,1,0,0
0,0,0.694117647,0,1,0,0,1,0,0,0.32238806,0,1,1,0,1,0,0,0,0,0,0,1
0,1,0.282352941,0,1,0,0,1,0,1,0.72238806,0.5,1,1,0,0,1,0,0,0,0,0,1
0.5,0,0.164705882,0,1,0,0,1,0,1,0.554228856,0.5,1,1,0,0,1,0,0,0,1,0,0
1,1,0.305882353,0,0,1,0,1,0,1,0.807960199,0.5,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0.01641791,0.5,1,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0.013432836,0,1,1,0,0,0,1,0,0,0,0,1
0.25,0,0.623529412,0,1,0,0,1,0,0,0.647263682,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.011442786,0.5,1,1,0,0,0,1,0,0,0,0,0
0,0,0.164705882,0,0,0,0,1,0,1,0.270149254,0.5,1,0,0,1,0,0,0,0,0,0,0
1,1,0.835294118,0,1,1,0,1,0,1,0.872139303,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0.152941176,0,0,0,0,1,0,0,0.510447761,0,1,1,0,0,1,0,0,0,0,0,1
0.25,0,0.152941176,0,0,0,0,1,0,1,0.624875622,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0.564705882,0,0,1,0,1,0,0,0.824875622,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0.023529412,0,1,0,0,0,0,1,0.811442786,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.317647059,0,0,0,0,1,0,0,0.375124378,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0.623529412,0,0,0,0,1,0,1,0.365671642,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.094117647,0,1,0,0,1,0,1,0.561691542,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0.235294118,0,1,0,0,1,0,1,0.616915423,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0.129411765,0,0,0,1,1,0,1,0.774626866,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.329411765,0,0,0,0,1,0,0,0.504975124,0,1,0,0,0,1,0,0,0,0,1,0
0.75,0,0.682352941,1,0,1,0,0,0,1,0.269154229,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.294117647,0,1,0,0,1,0,1,0.649751244,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.023529412,0,0,0,0,1,0,1,0.558208955,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.482352941,1,0,0,0,1,0,1,0.558706468,0,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.188235294,0,1,1,0,1,0.5,1,0.253731343,0.5,1,0,0,1,0,0,0,0,0,1,0
0,1,0.164705882,1,1,1,0,1,0,1,0.810447761,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0.223529412,0,0,0,1,1,0,1,0.755721393,0.25,1,0,0,0,1,0,0,0,0,0,0
0,1,0.270588235,0,0,0,1,1,0,1,0.619402985,0.5,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.094117647,0,0,1,1,1,0,0,0.86119403,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0.270588235,0,0,0,0,1,0,0,0.570646766,0,1,0,0,0,1,0,0,0,0,1,0
0.5,1,0.611764706,0,0,1,0,0,0,1,0.813930348,0.5,1,0,0,0,1,0,0,0,1,0,0
0,1,0.352941176,0,0,0,0,1,0,1,0.664179104,0.5,1,0,0,0,1,0,0,0,0,0,1
0,1,0.129411765,0,0,0,0,1,0,1,0.674626866,0.5,1,0,0,0,1,0,0,0,0,1,0
0,0,0.2,1,0,0,1,1,0,1,0.271641791,0.5,1,1,0,1,0,0,0,0,0,1,0
0.5,0,0.223529412,0,1,0,0,1,0,1,0.677114428,0,1,1,0,0,1,0,0,0,1,0,0
0.5,1,0.247058824,0,1,0,0,1,0,1,0.617910448,0,1,0,0,0,1,0,0,0,1,0,0
0.5,1,0.2,0,0,1,0,1,0,1,0.815920398,0.5,1,0,0,0,1,0,0,0,1,0,0
0.75,1,0.082352941,0,1,0,0,0,0.5,0,0.81641791,0.25,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.007462687,0,1,1,0,0,0,1,0,0,0,1,0
0,0,0.6,1,0,0,0,1,0,0,0.567661692,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0.352941176,1,0,1,1,1,0,1,0.431840796,0,1,0,1,1,0,0,0,0,0,1,0
0,0,0.105882353,0,1,0,0,0,0,1,0.11641791,0.25,1,0,0,1,0,0,0,0,0,0,1
0,0,0.811764706,1,1,1,1,1,0,0,0.465174129,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.017412935,0.5,1,0,0,0,0,1,0,0,0,0,1
1,1,0.305882353,0,1,1,0,1,0,1,0.868159204,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.964705882,0,0,0,0,0,0,1,0.666666667,0.5,1,0,0,0,1,0,0,0,0,1,0
0.5,0,0.235294118,0,0,0,0,1,0,0,0.377114428,0.25,1,0,0,1,0,0,0,0,0,0,0
0,0,0.317647059,0,0,0,0,1,0,1,0.709452736,0.25,1,0,0,0,0,0,0,0,0,0,1
0,0,0.152941176,0,0,0,0,1,0,1,0.273134328,0.5,1,0,1,1,0,0,0,0,0,0,1
0,0,0.352941176,0,0,0,0,1,0,1,0.510447761,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.552941176,0,0,1,0,0,0,1,0.560696517,0.5,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.5,0,0.015920398,0.5,1,0,1,0,0,1,0,0,0,0,1
0,0,0.188235294,0,0,0,0,1,0,1,0.059701493,0.25,1,0,1,0,0,0,0,0,0,0,1
0,0,0.317647059,0,0,0,0,1,0,0,0.511442786,0.25,1,0,0,0,1,0,0,0,0,0,1
0,0,0.317647059,0,0,0,0,1,0,0,0.272636816,0,1,0,1,1,0,0,0,0,0,0,0
0,1,0.682352941,0,0,0,0,1,0,1,0.565174129,0.25,1,0,1,0,1,0,0,0,0,0,1
0,0,0.894117647,0,0,0,0,1,0,1,0.163681592,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0.035294118,0,0,0,0,1,0,0,0.614427861,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0.117647059,0,0,0,0,1,0,1,0.565671642,0.5,1,1,0,0,1,0,0,0,0,0,1
0,0,0.6,0,0,1,0,1,0,1,0.317412935,0,1,0,0,0,0,0,0,0,0,0,0
0.25,0,0.141176471,1,1,0,0,1,0,1,0.612935323,0.25,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0.012935323,0.25,1,0,1,0,0,1,0,0,0,0,0
0,1,0.352941176,0,0,0,0,1,0,1,0.673631841,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.694117647,0,0,0,0,1,0,1,0.269651741,0.5,1,0,0,1,0,0,0,0,0,0,0
0.75,1,0.6,0,0,1,1,1,0,1,0.686567164,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.152941176,1,0,0,0,1,0,0,0.799004975,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0.152941176,0,1,0,0,1,0,1,0.673134328,0.5,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.023529412,0,0,0,0,1,0,0,0.706467662,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.129411765,0,0,0,0,1,0,1,0.517910448,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.176470588,0,0,0,0,1,0,1,0.747263682,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.01641791,0.25,1,0,1,0,0,1,0,0,0,0,0
0,0,0.317647059,1,0,1,0,1,0,1,0.702985075,0,1,0,1,0,0,0,0,0,0,0,0
0.5,0,0.482352941,0,0,1,0,0,0.5,1,0.771641791,0.25,1,0,0,0,1,0,0,0,1,0,0
0,1,0.164705882,0,1,0,0,1,0,1,0.634328358,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.105882353,0,0,0,0,1,0,0,0.269651741,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0.270588235,0,0,0,1,1,0,1,0.337810945,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0.105882353,0,0,1,0,1,0.5,1,0.781094527,0.25,1,0,0,0,1,0,0,1,0,0,0
0,1,0.352941176,0,0,0,1,0,0,1,0.798507463,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.317647059,0,1,0,0,1,0,1,0.667661692,0.5,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.047058824,0,1,0,0,1,0,1,0.826368159,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0.564705882,0,0,0,0,1,0,1,0.510447761,0.25,1,0,0,0,1,0,0,0,0,0,1
1,1,0.552941176,0,1,1,0,1,0.5,1,0.845771144,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0.494117647,1,0,0,1,1,1,1,0.853233831,0,1,1,0,0,1,0,1,0,0,0,0
0,0,0.317647059,0,0,1,0,1,0,1,0.676119403,0.5,1,0,1,0,1,0,0,0,0,0,1
0.25,1,0.694117647,0,1,1,1,0,0,1,0.924875622,0.5,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.294117647,0,1,1,0,1,0,1,0.708457711,0.5,1,1,0,0,1,0,0,0,0,0,0
1,0,0.611764706,0,1,1,0,1,0.5,0,0.723383085,0.5,1,0,0,0,1,0,0,1,0,0,0
0.75,1,0.164705882,1,1,0,1,1,0.5,0,0.898507463,0.25,1,0,0,0,1,0,0,1,0,0,0
0,0,0.141176471,0,0,0,0,1,0,0,0.260199005,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.5,0,0.015422886,0.5,1,0,0,0,0,1,0,0,0,0,0
0,0,0.623529412,0,0,0,0,1,0,1,0.712935323,0,1,0,0,0,1,0,0,0,0,0,1
1,1,0.176470588,0,0,1,0,1,0.5,1,0.814925373,0.5,1,0,0,0,1,0,0,1,0,0,0
0,0,0.317647059,0,1,0,0,1,0,0,0.323880597,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0.341176471,0,1,0,0,1,0,1,0.764676617,0,1,0,0,0,0,0,0,0,0,0,1
0.25,1,0.188235294,0,0,0,0,0,0,1,0.760199005,0.25,1,1,0,0,1,0,0,0,0,0,0
0,0,0.023529412,0,0,1,1,1,0,1,0.62039801,0.5,1,0,1,0,1,0,0,0,0,0,1
1,1,0.611764706,0,0,0,0,1,0.5,0,0.669651741,0.5,1,0,0,0,1,0,0,1,0,0,0
1,0,0.058823529,0,1,0,0,1,0,1,0.323880597,0.25,1,0,0,0,0,0,0,1,0,0,0
0,0,0.082352941,1,0,1,1,1,0,0,0.864179104,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.070588235,1,1,1,1,1,0,1,0.913930348,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.282352941,0,0,1,0,1,0,0,0.653233831,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0.188235294,1,1,1,0,0,0,1,0.818905473,0.25,1,0,0,0,1,0,0,1,0,0,0
0.75,1,0.164705882,0,1,1,0,1,0,1,0.851741294,0.25,1,0,0,0,1,0,0,1,0,0,0
0,0,0.141176471,0,0,0,0,1,0,0,0.06318408,0.25,1,0,0,1,0,0,0,0,0,0,0
0,0,0.270588235,1,0,0,1,1,0,1,0.802487562,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.964705882,0,0,1,0,1,0,0,0.796517413,0.25,1,1,0,0,1,0,0,0,0,0,0
0.25,0,0.152941176,1,0,0,0,1,0,0,0.752238806,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.047058824,0,1,1,0,1,0,1,0.625870647,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.317647059,1,0,0,0,1,0,1,0.604975124,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0.282352941,0,0,0,0,1,0,0,0.558706468,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.858823529,0,0,0,0,1,0,0,0.26318408,0.5,1,1,0,1,0,0,0,0,0,0,0
0,0,0.2,0,0,0,0,1,0,1,0.273134328,0.5,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.009950249,0.5,1,0,0,0,0,1,0,0,0,0,0
0,1,0.329411765,0,0,0,0,1,0,1,0.773631841,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0.6,0,0,0,0,0,0,0,0.719402985,0.25,1,0,0,0,1,0,0,0,0,0,1
1,1,0.623529412,1,0,1,1,1,1,1,0.893532338,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0.329411765,0,0,0,0,1,0,1,0.513930348,0.5,1,0,0,0,1,0,0,0,0,0,1
0,1,0.211764706,0,0,0,0,1,0,1,0.680099502,0.5,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.482352941,0,1,0,1,0,0,0,0.667164179,0.25,1,1,0,0,1,0,0,0,1,0,0
0.5,0,0.247058824,0,0,0,0,1,0,1,0.514925373,0.25,1,1,0,0,1,0,0,0,1,0,0
0,0,0.176470588,0,0,1,0,1,0,1,0.767164179,0.25,1,0,0,0,1,0,0,0,0,0,1
0.25,1,0.223529412,0,0,0,1,1,0,1,0.714925373,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.458823529,0,0,0,0,1,0,0,0.504477612,0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.305882353,1,0,0,0,0,0,1,0.808955224,0,1,1,0,0,1,0,0,0,1,0,0
0.25,0,0.258823529,0,0,1,0,1,0,0,0.390049751,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0.305882353,0,0,0,0,1,0.5,0,0.352238806,0,1,1,0,1,0,0,0,0,0,0,0
0.25,1,0.305882353,0,0,0,0,1,0,1,0.651741294,0.5,1,0,0,0,0,0,0,0,1,0,0
0.5,0,0.152941176,1,1,0,0,0,0,1,0.608955224,0,1,0,0,0,1,0,0,0,0,0,0
0.5,0,0.058823529,0,0,0,0,1,0,1,0.512437811,0.25,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.013930348,0.5,1,0,1,0,0,1,0,0,0,0,1
0,0,0.023529412,0,0,1,0,1,0,0,0.211442786,0.25,1,0,0,1,0,0,0,0,0,0,1
0.5,1,0.270588235,0,0,0,0,1,0,1,0.784577114,0.5,1,0,0,0,1,0,0,1,0,0,0
0,0,0.494117647,0,0,0,0,0,0,1,0.614427861,0.5,1,0,0,0,1,0,0,0,0,0,1
0,0,0.211764706,1,0,0,0,1,0,1,0.66119403,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.270588235,0,0,0,0,1,0,1,0.709452736,0,1,0,0,0,1,0,0,0,0,0,1
0.25,1,0.811764706,0,0,0,1,1,0,1,0.719900498,0.25,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.047058824,1,0,0,0,1,0,1,0.714427861,0.25,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0.258823529,0,1,0,0,1,0,1,0.8039801,0.25,1,0,0,0,1,0,0,1,0,0,0
0,0,0.282352941,0,0,0,0,1,0,0,0.512437811,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0.152941176,0,1,0,0,0,0,1,0.306467662,0,1,1,0,1,0,0,0,0,0,0,1
0,1,0.341176471,0,0,1,0,1,0,1,0.794029851,0,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.694117647,1,1,1,1,1,0,1,0.957711443,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0.164705882,0,0,0,0,1,0,1,0.623880597,0.5,1,0,0,0,1,0,0,0,0,0,1
0.25,0,0.047058824,0,0,0,0,0,0.5,1,0.717910448,0.5,1,0,0,0,1,0,0,0,0,0,0
0,0,0.611764706,0,1,1,0,1,0,1,0.377114428,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0.211764706,1,0,1,1,1,0,1,0.757711443,0,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.341176471,0,0,1,0,1,0,1,0.6039801,0.5,1,1,0,0,1,0,0,0,0,0,0
0.25,0,0.564705882,0,0,0,0,1,0.5,1,0.264676617,0.5,1,1,0,1,0,0,0,0,0,0,0
0,0,0.835294118,0,0,1,0,0,0,0,0.56119403,0.5,1,0,1,0,1,0,0,0,0,0,1
0,1,0.352941176,1,0,0,0,1,0,1,0.462189055,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0.305882353,0,0,0,0,1,0,1,0.172139303,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0.294117647,0,0,0,0,1,0,1,0.765174129,0.25,1,0,0,0,1,0,0,0,0,0,1
0,0,0.129411765,0,0,1,0,1,0,1,0.780099502,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0.070588235,0,1,0,0,0,0,1,0.130348259,0.25,1,0,1,1,0,0,0,0,0,0,1
0,1,0.070588235,0,1,0,0,1,0,1,0.711442786,0.5,1,0,0,0,1,0,0,0,0,1,0
1,0,0.341176471,0,1,0,0,1,0.5,1,0.757711443,0.25,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0.015920398,0.25,1,0,0,0,0,1,0,0,0,0,1
0,1,0.117647059,0,1,1,1,1,0,1,0.911940299,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0.141176471,0,0,1,1,1,0,1,0.826865672,0.25,1,0,0,0,1,0,0,0,0,1,0
0,1,0.694117647,0,0,0,0,0,0,1,0.416915423,0.5,1,0,0,0,0,0,0,0,0,0,1
0,1,0.317647059,0,0,1,0,1,0,1,0.71840796,0.25,1,0,0,0,1,0,0,0,0,0,1
0.75,0,0.105882353,0,1,0,0,1,0.5,1,0.756218905,0.5,1,0,0,0,1,0,0,1,0,0,0
0,1,0.894117647,0,0,0,0,1,0,1,0.563681592,0.5,1,0,0,0,1,0,0,0,0,0,1
0,0,0.035294118,0,0,0,0,1,0,1,0.616915423,0.25,1,0,0,0,1,0,0,0,0,0,1
